aX,aY,aZ,gX,gY,gZ
0.030,-0.055,0.998,11.963,3.296,4.211
0.012,-0.048,0.987,8.057,1.770,2.136
0.009,-0.071,0.993,1.282,-3.357,-2.563
0.012,-0.092,1.001,0.366,-5.432,-4.578
0.032,-0.119,1.020,1.160,-5.249,-4.089
0.038,-0.118,1.027,2.197,-2.625,-2.197
0.031,-0.112,1.020,1.892,-0.366,-2.014
0.028,-0.112,1.009,-0.122,1.831,-3.052
0.032,-0.112,0.996,-1.099,1.831,-3.235
0.029,-0.112,0.995,0.916,2.930,-2.869
0.028,-0.095,0.996,2.441,3.662,-2.930
0.028,-0.091,0.992,1.404,4.272,-2.930
0.031,-0.099,0.986,0.244,3.601,-3.601
0.043,-0.106,0.978,0.854,2.625,-3.601
0.046,-0.100,0.983,3.601,2.014,-2.258
0.036,-0.092,0.988,4.883,2.869,-1.526
0.028,-0.094,0.986,5.188,2.502,-2.014
0.029,-0.103,0.987,3.418,0.000,-3.174
0.036,-0.113,0.995,-0.732,-5.554,-5.005
0.058,-0.127,1.013,-1.160,-6.470,-4.395
0.052,-0.125,1.010,1.831,-2.869,-0.793
0.045,-0.123,1.002,4.883,1.953,1.099
0.031,-0.118,1.002,4.272,2.014,0.916
0.031,-0.115,1.006,-0.488,-1.282,-1.343
0.039,-0.115,1.020,-3.601,-2.869,-2.136
0.040,-0.114,1.022,-6.470,-1.892,-1.953
0.038,-0.113,1.007,-5.371,0.366,-1.404
0.034,-0.110,0.988,-2.197,3.357,-0.244
0.032,-0.106,0.983,-0.671,2.563,0.427
0.030,-0.097,0.982,-0.061,2.075,0.305
0.030,-0.084,0.988,-0.427,1.343,-0.427
0.030,-0.085,0.985,-2.930,0.549,-1.953
0.037,-0.102,0.977,-4.150,-0.305,-2.380
0.040,-0.114,0.977,-3.174,-1.648,-1.404
0.042,-0.112,0.979,1.709,-0.122,0.244
0.039,-0.101,0.989,3.540,0.977,1.038
0.030,-0.089,1.001,3.418,1.526,0.977
0.029,-0.088,1.004,1.099,0.732,-0.061
0.034,-0.097,0.999,-4.211,-1.404,-2.380
0.035,-0.106,0.993,-5.005,-1.770,-2.502
0.041,-0.112,0.990,-2.563,-1.282,-0.916
0.043,-0.109,0.995,0.854,0.061,0.977
0.038,-0.098,1.000,2.075,1.099,1.526
0.032,-0.090,0.996,3.357,2.869,1.587
0.024,-0.085,0.986,3.052,2.991,0.854
0.024,-0.086,0.987,0.427,0.488,-1.709
0.033,-0.096,0.998,-1.953,-1.343,-2.747
0.046,-0.115,1.003,-5.310,-2.991,-2.747
0.047,-0.117,1.002,-2.136,-0.366,-0.183
0.041,-0.108,0.991,0.488,1.587,0.793
0.036,-0.103,0.989,2.563,2.686,1.343
0.036,-0.095,0.995,1.587,1.587,0.793
0.040,-0.094,1.000,-2.136,-0.610,-0.610
0.044,-0.102,0.998,-2.991,-0.488,-0.671
0.044,-0.105,0.992,-0.916,1.404,0.854
0.037,-0.099,0.985,0.977,2.197,1.648
0.029,-0.090,0.989,2.075,1.709,2.197
0.022,-0.080,0.994,1.343,0.610,1.648
0.029,-0.084,0.999,-2.014,-1.465,-1.526
0.036,-0.095,1.002,-3.967,-2.075,-1.953

-0.307,1.751,1.511,70.557,62.195,13.733
-0.470,1.981,1.609,62.073,114.624,-11.963
-0.716,2.098,1.603,25.513,132.690,-40.710
-0.903,1.474,1.222,-144.531,109.375,-124.695
-0.886,0.850,0.920,-350.342,6.653,-216.858
-0.559,-0.357,0.423,-409.363,-70.618,-239.746
-0.393,-1.012,0.376,-338.318,-214.233,-238.647
0.055,-2.008,1.030,-207.275,-240.479,-221.741
0.230,-2.011,1.606,98.511,-146.301,-161.377
0.277,-1.994,1.667,187.073,-13.123,-127.319
0.397,-1.761,1.567,147.888,0.305,-106.873
0.364,-1.638,1.460,40.649,-23.132,-48.401
0.259,-1.430,1.265,9.216,-22.888,-21.973
0.211,-1.282,1.181,3.967,-3.601,17.822
0.068,-0.907,1.016,11.230,6.653,34.790
-0.082,-0.593,0.916,12.817,15.198,59.875
-0.142,-0.468,0.898,2.319,5.371,68.848
-0.212,-0.342,0.874,-3.357,-0.122,66.895
-0.205,-0.350,0.882,-10.681,-7.629,58.838
-0.118,-0.368,0.945,-10.010,-11.292,57.434
-0.053,-0.293,1.010,2.930,-9.705,65.918
-0.046,-0.247,1.020,14.282,-0.610,72.388
-0.055,-0.168,0.985,37.048,20.081,77.881
-0.053,-0.150,0.960,43.945,23.926,75.806
0.002,-0.070,0.964,40.161,17.639,75.745
0.014,0.004,0.998,33.386,2.014,82.764
-0.043,0.116,1.050,32.654,-0.366,83.984
-0.064,0.166,1.068,26.672,3.113,75.684
-0.061,0.179,1.061,14.526,3.723,64.453
-0.030,0.175,1.026,7.568,3.479,60.059
-0.024,0.163,1.003,1.343,7.080,53.284
-0.012,0.137,0.972,3.052,8.972,50.110
-0.005,0.133,0.969,5.615,7.019,47.119
0.010,0.159,0.994,3.479,4.700,48.279
-0.001,0.168,1.014,-0.183,4.883,48.950
-0.003,0.168,1.011,5.920,14.160,44.434
0.003,0.204,0.995,9.155,19.348,41.626
-0.009,0.216,0.979,8.972,21.362,35.034
-0.016,0.210,0.962,5.554,17.334,30.640
-0.003,0.168,0.981,0.610,7.141,23.926
0.005,0.149,0.997,2.075,2.441,18.433
0.022,0.158,1.033,4.822,2.808,15.991
0.028,0.166,1.036,8.057,8.423,12.146
0.047,0.157,1.009,6.775,11.597,10.681
0.053,0.139,0.986,1.404,14.648,8.972
0.054,0.094,0.941,-0.610,14.709,7.996
0.065,0.079,0.935,-1.160,9.033,5.432
0.086,0.080,0.954,1.221,4.395,4.944
0.081,0.110,0.987,11.475,0.488,5.676
0.071,0.130,0.999,23.682,6.409,6.714
0.023,0.145,0.997,26.550,9.766,5.432
0.002,0.134,0.989,19.836,5.981,-5.432
0.023,0.060,0.988,10.559,-2.563,-13.123
0.056,0.008,1.005,-6.714,-20.325,-22.095
0.109,-0.089,1.040,-9.033,-22.827,-22.461
0.135,-0.154,1.045,-4.822,-16.724,-18.494
0.135,-0.170,1.039,3.357,-5.737,-11.597
0.114,-0.192,1.017,6.714,-1.282,-8.728
0.110,-0.193,1.014,7.080,0.244,-5.310
0.109,-0.173,1.036,5.188,-0.671,-3.845
0.101,-0.155,1.041,1.770,1.099,-1.526
0.093,-0.150,1.032,-0.122,4.761,0.854
0.076,-0.132,1.011,0.305,5.920,1.709
0.074,-0.122,1.003,1.953,6.775,2.136
0.069,-0.101,0.993,2.258,6.226,2.014
0.069,-0.097,0.987,0.488,3.174,1.099
0.069,-0.104,0.989,-0.854,1.282,0.732
0.080,-0.102,1.014,-1.282,-0.549,0.732
0.078,-0.091,1.024,-0.427,-0.122,1.343
0.065,-0.075,1.017,0.122,2.991,1.343
0.065,-0.076,1.005,-2.136,3.418,0.488
0.075,-0.077,0.995,-2.686,2.625,0.244
0.079,-0.076,0.990,-1.953,2.380,-0.305
0.087,-0.076,0.969,-1.770,1.831,-0.244
0.089,-0.073,0.970,-1.770,-0.183,0.244
0.090,-0.072,0.978,-0.183,-0.305,0.427
0.085,-0.069,0.989,0.305,0.244,0.549
0.082,-0.078,0.983,-0.488,1.343,-0.732
0.084,-0.086,0.980,-1.648,0.488,-1.892
0.096,-0.110,0.988,-4.272,-2.380,-3.174
0.104,-0.115,0.996,-1.770,-2.197,-0.671
0.101,-0.103,1.002,0.732,-0.122,1.282
0.080,-0.074,0.997,4.028,4.028,3.540
0.072,-0.065,0.992,3.479,4.333,3.052
0.068,-0.073,0.984,-1.282,1.465,-0.122
0.074,-0.078,0.986,-3.540,-2.686,-1.953
0.087,-0.083,0.998,-2.808,-2.563,-1.709
0.092,-0.085,0.998,0.244,1.465,0.061
0.086,-0.079,0.987,1.526,4.639,1.892
0.073,-0.067,0.971,1.282,4.944,1.648
0.070,-0.066,0.964,-0.427,2.258,-1.221
0.083,-0.077,0.965,-1.709,0.122,-2.502
0.090,-0.083,0.976,-1.160,-1.587,-2.319
0.094,-0.090,0.992,0.305,-0.671,-1.404
0.087,-0.085,0.995,2.380,1.343,0.610
0.082,-0.080,0.996,2.563,1.892,0.916
0.078,-0.074,0.999,1.831,1.526,0.305
0.079,-0.077,0.999,-0.977,-0.122,-2.014
0.094,-0.093,1.000,-2.136,-1.160,-2.808
0.100,-0.103,1.000,-2.014,-1.831,-2.380
0.104,-0.107,1.001,-0.366,-1.099,-1.038
0.091,-0.084,1.009,3.052,1.404,2.014
0.083,-0.072,1.008,1.282,2.075,1.709
0.082,-0.067,0.999,-1.221,1.160,0.549
0.086,-0.073,0.996,-3.906,-0.610,-1.221
0.091,-0.089,0.990,-3.296,-0.732,-1.648
0.093,-0.096,0.990,-0.793,-0.183,-1.099
0.095,-0.097,0.993,-0.366,0.366,0.183
0.096,-0.084,0.995,-0.488,0.671,0.977
0.090,-0.077,0.992,0.305,2.380,1.770
0.078,-0.067,0.980,0.732,2.747,1.404
0.075,-0.067,0.975,-0.183,0.793,-0.427
0.078,-0.073,0.978,-0.916,-2.075,-1.953
0.089,-0.086,0.992,-0.916,-2.808,-1.770
0.091,-0.093,0.997,-0.427,-1.770,-0.427
0.096,-0.097,1.000,-0.183,-0.793,0.244
0.092,-0.085,0.994,0.305,1.160,1.526
0.087,-0.079,0.989,0.366,2.014,1.099
0.080,-0.067,0.981,-0.061,1.343,0.488

-0.449,1.349,1.041,127.380,82.397,69.702
-0.542,1.413,1.055,94.116,48.340,12.817
-0.622,1.506,1.216,51.270,14.954,-28.259
-0.593,1.278,1.232,-55.908,-36.316,-119.873
-0.566,1.030,1.180,-113.770,-73.364,-192.932
-0.498,0.395,1.121,-121.033,-85.632,-223.206
-0.406,0.097,1.164,-127.258,-95.764,-260.071
-0.308,-0.269,1.330,-124.634,-89.050,-263.367
-0.557,-0.524,1.200,-108.093,-20.935,-271.973
-0.743,-0.735,0.999,-107.727,47.241,-317.383
-0.752,-1.576,0.578,-117.493,33.386,-340.698
-0.470,-2.069,0.573,-116.760,-97.168,-306.519
0.322,-2.464,1.306,-74.585,-151.855,-237.549
0.458,-2.066,1.750,56.213,-98.450,-74.646
0.295,-1.776,1.606,112.305,68.054,23.132
-0.076,-1.258,0.941,101.990,100.830,56.213
-0.216,-1.022,0.689,28.809,54.260,108.093
-0.325,-0.648,0.571,-4.089,14.893,117.737
-0.326,-0.548,0.663,-1.892,-31.860,119.751
-0.297,-0.458,0.947,17.334,-34.058,117.554
-0.249,-0.331,1.143,45.227,-10.498,111.145
-0.228,-0.278,1.176,39.734,10.681,110.046
-0.198,-0.172,1.137,27.344,13.855,112.610
-0.203,-0.121,1.092,9.155,19.226,119.202
-0.165,-0.052,1.007,8.179,22.156,118.713
-0.130,0.009,0.984,19.836,21.851,117.737
-0.130,0.176,0.977,28.259,20.569,116.638
-0.147,0.244,0.987,33.447,15.808,103.882
-0.161,0.286,1.006,27.466,9.949,93.567
-0.083,0.290,1.050,8.606,-7.568,77.698
-0.066,0.305,1.085,3.052,-13.977,75.989
-0.071,0.293,1.088,2.197,-7.812,72.144
-0.051,0.271,1.051,-0.549,10.620,62.439
-0.020,0.224,0.974,-3.357,14.587,59.326
-0.010,0.202,0.955,-8.240,12.329,53.833
-0.005,0.182,0.951,-9.399,8.789,51.636
-0.037,0.154,0.951,-6.592,6.653,46.326
-0.042,0.129,0.950,-0.183,6.348,37.354
-0.015,0.078,0.976,2.075,3.113,33.264
0.003,0.061,1.005,2.258,-3.906,27.649
0.028,0.040,1.059,1.831,-4.150,26.306
0.023,0.037,1.071,3.235,2.930,24.292
0.010,0.047,1.060,3.357,8.667,21.790
-0.002,0.037,1.038,-0.305,15.198,17.395
-0.002,0.025,1.003,-3.296,14.893,15.442
0.013,0.006,0.991,-5.798,12.146,11.658
0.021,0.001,0.987,-6.042,8.606,9.277
0.030,-0.012,0.982,-6.226,7.874,8.850
0.034,-0.023,0.979,-4.272,6.470,8.057
0.037,-0.029,0.973,-1.160,6.287,8.179
0.031,-0.018,0.971,7.935,8.423,8.240
0.030,-0.010,0.975,14.038,9.460,5.493
0.034,0.007,0.987,13.733,8.057,3.845
0.039,0.013,0.992,7.751,3.906,1.526
0.049,-0.005,0.992,4.028,2.258,0.793
0.054,-0.020,0.993,1.099,0.610,0.610
0.057,-0.042,0.999,2.136,1.038,1.099
0.055,-0.045,1.006,6.470,3.418,2.747
0.046,-0.029,1.013,9.033,4.822,2.747
0.046,-0.021,1.005,11.414,6.042,1.465
0.040,-0.025,1.002,8.850,3.296,0.854
0.043,-0.058,1.000,6.531,1.038,-0.366
0.051,-0.076,1.007,1.343,-4.639,-2.380
0.070,-0.098,1.026,-0.427,-6.042,-2.808
0.076,-0.102,1.028,0.427,-4.211,-1.465
0.064,-0.094,1.014,2.686,-1.404,-0.305
0.057,-0.091,1.005,5.188,2.441,0.305
0.054,-0.082,1.007,4.089,2.197,-0.061
0.055,-0.078,1.011,-1.038,0.427,-1.648
0.058,-0.081,1.007,-4.883,0.061,-3.052
0.056,-0.104,0.990,-4.272,0.671,-3.235
0.064,-0.117,0.987,-0.610,1.282,-3.296
0.075,-0.132,0.995,1.099,1.587,-2.502
0.078,-0.136,1.002,2.747,2.686,-0.549
0.083,-0.119,1.007,2.502,3.296,0.732
0.075,-0.110,0.999,1.465,5.737,3.113
0.061,-0.094,0.983,1.404,6.104,3.662
0.060,-0.070,0.982,1.038,4.395,3.479
0.054,-0.065,0.977,2.747,3.967,2.380
0.041,-0.070,0.966,4.272,3.601,1.282
0.046,-0.072,0.976,3.235,-0.244,-1.099
0.057,-0.085,1.001,0.854,-1.953,-1.892
0.059,-0.099,1.003,-0.732,-1.587,-2.258
0.063,-0.115,0.998,0.366,-0.610,-1.953
0.068,-0.117,1.006,1.648,0.366,-0.977
0.068,-0.119,1.004,0.427,0.244,-0.244
0.066,-0.114,0.998,0.183,-0.183,0.244
0.065,-0.109,1.000,1.404,0.366,1.099
0.063,-0.104,1.001,2.319,1.465,1.343
0.063,-0.099,1.000,3.235,2.747,1.770
0.058,-0.084,0.995,0.854,2.319,1.343
0.052,-0.091,0.988,-0.793,1.831,0.610
0.058,-0.100,0.985,-2.869,0.061,-0.610
0.067,-0.113,0.987,-2.808,-0.488,-0.427
0.072,-0.112,0.990,-1.221,-0.488,-0.061
0.075,-0.108,0.999,-0.244,-0.183,0.549
0.071,-0.100,0.999,1.038,1.282,1.160
0.068,-0.096,0.996,0.488,1.892,1.221
0.059,-0.093,0.990,0.488,1.953,0.916
0.064,-0.089,0.989,0.610,1.160,-0.122
0.066,-0.091,0.990,0.488,0.793,0.183
0.065,-0.092,0.989,0.244,0.366,0.854
0.067,-0.091,0.984,-0.183,0.244,0.977
0.067,-0.091,0.983,0.061,0.488,0.671
0.066,-0.091,0.987,0.549,0.488,0.122
0.069,-0.101,0.986,-1.160,0.061,-0.488
0.068,-0.111,0.984,-0.793,0.183,-0.305
0.073,-0.114,0.986,0.488,0.122,-0.061
0.070,-0.114,0.992,1.892,0.488,0.916
0.066,-0.114,1.000,1.709,0.793,1.099
0.065,-0.111,1.004,1.343,0.916,1.526
0.063,-0.097,1.005,0.854,0.854,1.526
0.061,-0.091,1.002,-1.160,0.671,1.465
0.059,-0.082,0.999,-2.075,0.610,0.977
0.059,-0.082,0.986,-2.197,1.038,-0.366
0.062,-0.084,0.981,-0.671,0.916,-0.549
0.059,-0.087,0.980,0.122,0.854,-0.671
0.062,-0.089,0.983,0.549,0.305,-1.465
0.071,-0.094,0.987,-0.671,-0.549,-1.526

-0.554,1.723,1.391,197.144,36.621,147.644
-0.862,2.173,1.597,218.384,118.896,125.549
-1.312,2.649,2.029,123.962,144.958,33.142
-1.177,1.325,1.279,-248.230,98.328,-213.562
-0.965,0.397,0.826,-411.987,23.621,-289.856
-0.454,-1.402,0.430,-509.399,-182.129,-350.647
0.032,-2.305,0.727,-339.478,-318.359,-345.276
0.844,-2.665,1.735,-161.804,-277.893,-288.330
1.014,-2.464,2.020,213.135,25.574,-128.723
0.711,-1.630,2.000,296.997,164.490,-80.872
0.430,-1.232,1.687,289.185,218.079,-63.477
0.122,-1.246,0.713,107.300,136.963,-37.781
0.154,-1.451,0.410,6.287,71.350,-9.521
0.334,-1.335,0.616,-85.632,-70.068,46.204
0.290,-1.096,0.815,-43.396,-118.103,100.220
0.054,-0.657,1.102,-9.338,-85.022,110.107
-0.025,-0.514,1.121,36.072,-2.991,84.595
-0.115,-0.356,0.904,38.940,23.560,73.486
-0.235,-0.261,0.743,17.090,25.085,79.102
-0.269,-0.201,0.762,4.272,7.812,83.130
-0.219,-0.119,0.888,-8.545,-18.555,80.139
-0.178,-0.102,0.941,-6.226,-21.240,77.454
-0.135,-0.080,0.992,9.399,-12.268,75.195
-0.103,-0.067,1.003,16.479,-2.991,72.388
-0.061,-0.044,1.010,14.526,-2.502,73.120
-0.055,-0.037,1.010,7.812,-5.066,75.195
-0.045,-0.013,1.020,8.057,-6.104,75.745
-0.034,0.000,1.034,13.794,-4.639,78.674
-0.038,0.055,1.066,14.587,1.831,82.153
-0.052,0.120,1.081,12.268,6.104,80.322
-0.059,0.145,1.075,6.104,13.000,72.998
-0.058,0.154,1.039,1.404,14.587,68.787
-0.047,0.143,1.013,-6.348,15.381,61.096
-0.014,0.100,0.964,-7.629,15.869,58.289
0.021,0.101,0.951,-3.418,17.700,58.899
0.011,0.145,0.961,2.319,18.738,61.340
-0.045,0.237,0.988,15.686,25.146,57.861
-0.062,0.250,0.985,14.099,25.696,41.565
-0.055,0.235,0.984,6.897,19.104,34.241
-0.046,0.228,0.997,-3.235,4.761,22.766
-0.016,0.188,1.007,-3.113,2.808,16.968
0.002,0.166,1.003,2.441,2.319,7.996
0.027,0.130,0.998,5.371,1.709,4.333
0.044,0.110,0.999,6.897,0.183,-2.563
0.081,0.075,1.004,5.310,-0.732,-4.700
0.087,0.068,1.005,-0.061,0.793,-6.104
0.096,0.024,0.978,-2.869,2.319,-7.751
0.111,-0.053,0.944,-4.822,0.610,-10.681
0.123,-0.087,0.939,-3.540,-1.892,-10.803
0.137,-0.109,0.976,3.235,-4.578,-6.714
0.138,-0.094,1.006,11.292,1.099,-2.991
0.135,-0.060,1.036,12.634,5.981,-2.563
0.131,-0.055,1.026,7.019,13.794,-2.380
0.122,-0.065,0.982,2.258,14.648,-1.282
0.111,-0.065,0.965,-1.282,11.902,2.258
0.092,-0.057,0.949,1.343,10.132,3.479
0.088,-0.052,0.955,10.132,6.836,5.066
0.079,-0.023,0.991,13.977,5.432,5.005
0.076,-0.009,1.012,17.822,4.639,1.587
0.083,-0.001,1.034,14.038,3.845,-2.747
0.093,-0.009,1.033,10.071,2.441,-3.662
0.095,-0.020,1.028,1.526,-0.793,-4.395
0.095,-0.054,1.014,-0.671,-2.380,-4.639
0.099,-0.071,1.010,0.061,-4.944,-5.188
0.116,-0.093,1.019,1.648,-5.859,-4.761
0.131,-0.089,1.034,4.944,-5.005,-3.357
0.133,-0.085,1.033,6.348,-0.061,-1.343
0.117,-0.080,1.006,5.798,2.625,-0.610
0.107,-0.078,0.989,2.136,3.784,-1.038
0.095,-0.080,0.973,-0.183,2.258,-2.014
0.100,-0.087,0.972,-4.700,-2.686,-4.211
0.113,-0.110,0.977,-4.944,-4.883,-4.211
0.120,-0.129,0.981,-2.136,-3.601,-3.784
0.124,-0.134,0.985,2.869,0.244,-1.343
0.123,-0.124,1.000,4.028,1.770,0.366
0.114,-0.110,1.001,4.517,4.150,2.014
0.090,-0.088,0.987,3.418,5.005,1.587
0.085,-0.083,0.984,-1.099,3.662,-0.244
0.083,-0.079,0.988,-2.258,2.136,-1.648
0.101,-0.095,0.993,-2.808,-0.244,-4.333
0.108,-0.103,0.995,-1.282,-0.305,-3.357
0.111,-0.101,0.995,1.099,1.282,-2.197
0.106,-0.095,0.992,5.066,5.249,-0.671
0.094,-0.080,0.988,4.639,5.493,-1.221
0.093,-0.080,0.987,-0.610,2.441,-3.967
0.107,-0.094,0.987,-3.174,0.305,-5.249
0.126,-0.111,0.993,-4.822,-2.197,-5.371
0.130,-0.115,0.994,-1.282,-0.305,-2.991
0.124,-0.113,0.987,1.343,1.221,-1.709
0.121,-0.104,0.989,3.967,2.808,-0.244
0.116,-0.081,0.999,3.113,2.563,-0.305
0.113,-0.078,0.998,-1.465,1.526,-1.831
0.117,-0.092,0.990,-3.479,0.793,-2.563
0.128,-0.108,0.979,-4.395,-0.854,-2.808
0.129,-0.111,0.977,-1.221,-0.793,-0.977
0.127,-0.110,0.979,0.366,-0.549,0.061
0.126,-0.104,0.986,2.075,0.061,1.953
0.110,-0.083,0.993,2.380,0.916,2.136
0.101,-0.071,0.994,0.305,1.343,0.305
0.103,-0.075,0.994,-4.639,-1.282,-1.587
0.109,-0.089,0.993,-4.944,-2.014,-2.014
0.111,-0.093,0.990,-1.831,-1.099,-1.526
0.111,-0.099,0.990,-0.549,-0.366,-0.916
0.110,-0.091,0.993,0.244,0.427,0.488
0.107,-0.088,0.990,0.122,1.526,0.061
0.105,-0.083,0.981,-0.305,1.343,-0.427
0.105,-0.083,0.979,-1.404,0.061,-0.916
0.110,-0.086,0.979,-1.648,-0.793,-1.038
0.112,-0.088,0.981,-0.732,-1.404,-0.671
0.110,-0.092,0.983,0.549,-0.977,-0.244
0.106,-0.093,0.986,2.930,0.671,0.244
0.107,-0.092,0.989,2.502,1.038,-0.549
0.114,-0.097,0.995,0.793,0.366,-1.038
0.117,-0.103,0.996,-2.991,-1.404,-1.648
0.127,-0.115,0.996,-3.662,-1.831,-1.404
0.126,-0.116,0.995,-0.610,0.000,0.732
0.117,-0.102,0.989,1.831,1.648,1.892
0.104,-0.079,0.988,3.784,3.052,2.930
0.101,-0.073,0.991,0.610,1.648,1.648

-0.515,1.235,1.463,37.048,16.052,-22.766
-0.582,1.520,1.556,24.475,-4.211,-60.608
-0.682,2.213,1.724,20.203,5.676,-79.102
-0.861,2.207,1.496,-33.081,84.412,-123.413
-0.980,1.701,1.131,-265.747,117.554,-204.712
-0.882,0.672,0.458,-408.508,66.223,-255.249
-0.783,0.265,0.142,-517.395,-97.290,-321.167
-0.529,-0.787,-0.036,-443.665,-159.546,-324.158
-0.112,-2.028,0.778,-126.526,-257.996,-274.109
0.004,-2.353,1.445,190.552,-231.262,-189.453
0.236,-2.285,2.470,278.137,-157.532,-152.344
0.335,-1.967,2.535,226.135,-50.171,-85.754
0.265,-1.287,2.014,124.939,-28.137,-52.307
0.139,-1.158,1.697,-32.776,14.160,-4.944
0.029,-1.012,1.234,-42.175,32.715,23.926
-0.086,-0.675,1.025,-17.395,32.776,37.170
-0.142,-0.535,0.995,26.978,41.199,44.189
-0.178,-0.398,1.030,33.447,43.457,40.833
-0.156,-0.365,1.039,11.414,34.363,33.569
-0.085,-0.344,0.969,-5.981,27.771,34.119
-0.043,-0.359,0.895,-25.452,18.738,43.640
-0.034,-0.335,0.867,-15.991,21.912,56.702
-0.025,-0.281,0.833,-3.967,27.039,62.012
-0.017,-0.258,0.829,21.484,29.968,70.313
0.005,-0.211,0.843,29.724,23.743,74.646
0.027,-0.099,0.932,34.119,3.174,81.238
0.047,-0.045,0.963,34.058,-6.165,80.811
0.065,0.009,0.957,34.546,-5.249,81.787
0.056,0.011,0.942,40.771,-1.160,86.121
0.043,-0.001,0.919,43.884,-1.099,89.050
0.037,0.016,0.908,44.678,-7.690,97.839
-0.019,0.112,0.907,44.800,-14.282,101.868
-0.064,0.163,0.929,45.105,-25.513,95.398
-0.103,0.171,0.998,43.152,-27.161,84.351
-0.054,0.134,1.041,37.231,-23.254,63.110
-0.025,0.134,1.059,29.968,-22.949,62.073
-0.038,0.159,1.066,27.710,-20.386,65.247
-0.058,0.155,1.052,24.963,-4.272,64.026
-0.078,0.134,1.026,24.658,3.235,59.265
-0.079,0.117,1.019,24.048,8.423,50.293
-0.075,0.108,1.033,22.156,5.066,47.546
-0.071,0.116,1.050,20.569,-5.127,44.250
-0.069,0.124,1.089,20.386,-7.202,42.847
-0.073,0.112,1.093,17.700,1.038,36.987
-0.047,0.082,1.070,15.076,8.240,32.532
0.017,0.044,1.027,8.118,18.066,24.902
0.037,0.028,1.008,-1.831,19.287,26.001
0.028,0.016,0.986,-5.188,18.860,28.137
0.004,0.020,0.973,-3.723,18.494,28.748
-0.032,0.021,0.959,0.183,18.188,26.184
-0.031,0.013,0.963,7.751,15.137,18.860
0.003,0.008,0.987,9.705,11.719,15.930
0.019,0.011,1.004,10.254,4.700,12.390
0.048,0.015,1.029,9.277,2.991,11.475
0.055,0.008,1.034,9.033,4.639,12.146
0.037,0.004,1.022,11.902,7.507,13.733
0.023,0.009,1.012,21.606,15.259,15.320
0.003,0.010,0.983,25.391,18.127,14.526
0.001,-0.003,0.969,26.855,17.944,11.353
0.025,-0.025,0.987,26.001,13.916,9.521
0.053,-0.008,1.036,23.193,5.188,3.479
0.069,-0.021,1.042,18.433,3.357,-0.427
0.089,-0.082,1.025,1.404,0.916,-4.700
0.096,-0.110,1.015,-8.667,0.427,-3.845
0.097,-0.151,1.002,-8.362,2.014,-2.869
0.094,-0.163,0.996,-1.526,5.920,-1.282
0.101,-0.166,0.992,1.770,6.653,-0.793
0.108,-0.155,0.997,4.333,6.226,0.977
0.107,-0.121,1.003,4.028,6.226,1.770
0.101,-0.110,1.001,0.732,5.981,1.709
0.082,-0.097,0.987,-1.587,5.005,1.465
0.060,-0.096,0.974,-6.042,1.526,-0.793
0.061,-0.105,0.969,-8.972,-3.967,-4.456
0.079,-0.143,0.972,-8.484,-6.165,-5.066
0.093,-0.161,0.979,-3.174,-6.470,-3.601
0.114,-0.176,0.998,0.244,-4.822,-1.221
0.110,-0.165,1.006,5.737,0.061,4.456
0.077,-0.120,1.008,6.714,2.502,5.554
0.060,-0.103,1.000,2.380,2.625,3.296
0.047,-0.104,0.982,-1.648,0.183,1.282
0.048,-0.117,0.979,-4.822,-4.822,-1.465
0.062,-0.141,0.983,-2.686,-5.493,-1.953
0.078,-0.144,1.002,2.197,-3.906,-0.977
0.079,-0.138,1.005,1.770,-1.038,0.366
0.068,-0.127,0.989,0.244,-0.122,0.549
0.062,-0.127,0.976,-2.380,-1.099,-0.610
0.065,-0.130,0.970,-2.869,-2.747,-1.465
0.068,-0.138,0.977,-1.465,-4.272,-2.136
0.085,-0.152,0.985,-0.244,-4.333,-2.075
0.092,-0.147,0.991,1.831,-3.296,0.366
0.086,-0.126,0.993,3.601,-0.732,1.892
0.074,-0.119,0.982,6.897,4.150,2.991
0.062,-0.095,0.969,6.348,3.784,1.953
0.062,-0.089,0.971,0.366,-0.916,-1.465
0.066,-0.108,0.979,-2.441,-2.808,-2.869
0.071,-0.126,0.979,-1.648,-3.601,-4.456
0.089,-0.145,0.984,-0.061,-3.662,-4.333
0.093,-0.151,0.992,0.793,-3.235,-2.197
0.095,-0.155,1.001,0.549,-2.380,-0.977
0.087,-0.153,0.995,1.343,0.854,0.732
0.083,-0.154,0.991,1.343,1.343,1.587
0.082,-0.151,0.999,1.038,0.488,1.831
0.083,-0.147,1.001,1.892,0.061,2.319
0.078,-0.133,1.002,2.441,0.671,2.869
0.072,-0.123,0.999,2.625,2.014,3.540
0.058,-0.116,0.981,2.197,2.563,3.235
0.055,-0.117,0.972,1.465,1.648,1.526
0.058,-0.123,0.969,1.404,0.427,0.793
0.061,-0.126,0.974,1.465,-1.343,0.000
0.065,-0.130,0.986,1.099,-1.587,-0.183
0.064,-0.134,0.990,-0.916,-2.258,-0.732
0.068,-0.140,0.992,-0.732,-1.770,-0.610
0.069,-0.144,0.991,0.366,-0.977,-0.305
0.069,-0.141,0.990,2.380,0.488,0.183
0.071,-0.138,0.984,2.747,0.916,0.061
0.071,-0.140,0.983,1.953,0.793,-0.488
